feature,importance_mean,importance_std
281,0.00039146195625093804,0.00037785190241575325
656,0.00039083910508747044,0.0002075494381813589
243,0.0003852334446160954,0.000180285826661182
375,0.00038149633763521205,0.00021573387630615404
10,0.0003724649957646431,0.0001851199161718085
148,0.00036872788878373753,0.00020763096437200355
6,0.00036810503762021995,0.00027142235787025297
518,0.00035907369574966763,0.00018079079836562687
685,0.0003562708655140079,0.00030290424626493347
592,0.0003528451841148084,0.00023542847099673674
123,0.00034848522597044076,0.00018524430264548402
593,0.0003425681399173264,0.00021161362550488493
367,0.0003410110120085852,0.0006097737543677672
260,0.0003403881608451287,0.0002866825989530675
115,0.0003375853306094467,0.00019437148116107316
121,0.0003366510538642065,0.00043784476495698995
462,0.00033540535153722684,0.0002127406024658403
240,0.0003332253724650291,0.00043400928745448693
362,0.00032481688175797774,0.00022814788160472149
330,0.00031983407245005926,0.00032054921819675195
202,0.000318276944541368,0.0003166198200676701
586,0.000317965518959612,0.00013003239440016883
386,0.0003167198166326435,0.0001998981109114682
303,0.00031516268872393006,0.00023030674527338952
560,0.00030955702825254393,0.0001524790025049015
440,0.0003055084956899212,0.0001304940079111495
279,0.0003045742189446865,0.0010392564232573353
697,0.0003033285166176958,0.00024402812588602272
180,0.00030239423987247214,0.00038402941498400135
511,0.00030021426080025784,0.00017254888398840864
15,0.00029959140963675137,0.0002544245987641273
312,0.0002983457073098161,0.0001668020534343899
207,0.0002974114305645925,0.000592098168820808
361,0.0002927400468384356,0.0002695513894842506
228,0.00029274004683841335,0.0002934614003855984
190,0.00029056006776623786,0.00017701770855939992
320,0.000289937216602737,0.00016333047092560626
285,0.00028931436543923604,0.0001546688183590856
483,0.00028900293985753556,0.00022919230223452226
333,0.00028775723753054485,0.00021181152544379149
358,0.0002874458119487999,0.00024321739798253964
156,0.0002865115352036096,0.0001910234864323199
575,0.00028402013054964483,0.00031358808709564337
261,0.00028028302356871706,0.0002041299072968793
743,0.00027654591658780593,0.00019411983646356703
128,0.00027530021426082075,0.00023830549240350728
709,0.0002700059793712073,0.000301052228195992
445,0.0002700059793711962,0.0001576351884009104
370,0.000269383128207723,0.0001283719517767479
17,0.00026626887239027954,0.0001192215062114451
129,0.00026253176540938505,0.00022946191060196927
268,0.00026004036075540917,0.00034079621713384073
421,0.00025910608401019664,0.0005265004763608084
475,0.0002559918281927642,0.00015706350241462304
407,0.00025568040261102486,0.0003730222026227006
124,0.00025536897702930773,0.00018883795467276442
384,0.0002550575514475295,0.00017250250633915964
237,0.0002519432956300971,0.00020799382305637708
127,0.0002503861677214003,0.00023385220450156282
391,0.0002503861677213892,0.0002257661492160957
611,0.00024945189097618224,0.00023524879012908406
27,0.00024789476306742443,0.00014350739512491957
119,0.00024571478399523783,0.00017317586678411038
186,0.00024540335841347625,0.00016042982369622575
539,0.0002444690816682915,0.00021184151496534816
688,0.0002438462305048017,0.00011039191291402543
500,0.00024322337934131743,0.00018758551303149545
159,0.00024322337934127303,0.00020384915676412824
470,0.000242911953759567,0.00015674331375094839
288,0.00024073197468736375,0.00021119407970177298
545,0.00023979769794214013,0.00020830158135310407
746,0.00023761771886992577,0.0002667539630345212
241,0.0002341920374707651,0.0001783291517371927
58,0.0002338806118889869,0.00017977080482536566
706,0.0002332577607255193,0.0004029682166172186
161,0.00023107778165331604,0.00017041440034677724
158,0.00022920922816286327,0.00022813364027667436
664,0.00022858637699939565,0.0005458042293457272
328,0.00022858637699936236,0.00030619391070688215
385,0.00022796352583588365,0.00015867920338763015
138,0.00022702924909067111,0.00031003648419288086
698,0.00022422641885496696,0.0003920599469988071
229,0.00022391499327324428,0.00035970113063709525
549,0.00022298071652800954,0.0007046332582736962
26,0.00022266929094625355,0.0002297204369447014
327,0.00022204643978276928,0.00019752607895252234
205,0.00021986646071058824,0.00019266247402837782
187,0.00021675220489313917,0.0003780024134997733
589,0.00021457222582096369,0.00015004735321478554
513,0.00021457222582094704,0.000203868186789614
149,0.00021394937465745722,0.0002187021486381204
745,0.0002130150979122225,0.00037103636421540923
412,0.00020865513976784934,0.00036097704446793076
677,0.0002074094374408475,0.000260617628920408
373,0.000206163735113879,0.0002749512245907895
53,0.00020398375604169794,0.0002611661422815661
79,0.0002005580746425206,0.00019808821398292192
577,0.00019837809557030073,0.0002513208303715886
338,0.0001971323932433322,0.00020163718202580936
573,0.0001968209676615873,0.0002010024759731932
748,0.0001965095420798646,0.00018745103903407672
596,0.00019588669091635813,0.0002718977193446439
60,0.00019339528626243218,0.0006165423522996382
352,0.00019246100951718083,0.0001418118712288668
219,0.00019090388160846738,0.00019599805950567723
231,0.0001852982211370924,0.0002807523641934449
245,0.00018498679555537523,0.00015825935973133216
548,0.00018249539090142152,0.0002982611748213814
572,0.00018218396531968217,0.00025471395334317404
350,0.00018218396531966552,0.0002496217369982437
250,0.00018187253973793173,0.00024013800236961314
176,0.0001806268374109632,0.00022713153938938672
313,0.0001778240071752646,0.0004899565751784987
765,0.0001768897304300243,0.00021666269630198773
16,0.00017533260252134976,0.00018013513592534373
712,0.0001753326025213442,0.00015455339712857886
307,0.00017533260252132753,0.0002811003620780613
763,0.00017221834670389514,0.0003619257021571319
169,0.00017159549554043307,0.00027684648234681974
554,0.0001678583885595053,0.0002300545691885463
640,0.00016505555832380114,0.0006608668046417754
390,0.00016194130250637984,0.000177878266577342
720,0.00016038417459766642,0.00020329078626521056
2,0.0001600727490159215,0.0005232880259837761
81,0.00015851562110720253,0.00016680873989531722
227,0.0001585156211071803,0.0002532751711840933
526,0.00015695849319849464,0.00017673614410060448
519,0.00015602421645327658,0.0002041534243073859
339,0.00015384423738106222,0.0002600737389599805
401,0.00015228710947234325,0.0002299871068533718
565,0.00015197568389059833,0.00023313611086937222
569,0.00014948427923663354,0.0001991273775234876
163,0.00014668144900097934,0.00019987093917317399
563,0.00014637002341920114,0.00030436653107940716
467,0.00014543574667399972,0.00017663377053517154
717,0.00014543574667399417,0.00018474940404964737
418,0.00014263291643830113,0.0001934542024184518
25,0.00014169863969307195,0.00012921534894590794
456,0.00014138721411132704,0.00022257758662892163
120,0.00014045293736610341,0.00028608113997722717
310,0.00013951866062090757,0.00012283597715557774
704,0.00013951866062088535,0.0002283953687052799
276,0.00013827295829391129,0.0002527164388407054
405,0.00013796153271218857,0.00026451950677548703
287,0.00013796153271214417,0.0001716774300795285
0,0.00013765010713043813,0.00023686285360567162
20,0.00013765010713040482,0.0009041578748874926
481,0.00013515870247648998,0.00037596226984801094
117,0.0001342244257312497,0.00026992155439403524
429,0.0001332901489860372,0.0002226063435921026
541,0.00013235587224080247,0.0002436763389802003
356,0.00013173302107730712,0.00017294946150511127
487,0.0001311101699138284,0.00018836974760800697
517,0.00013048731875032194,0.00016887739546514428
472,0.0001301758931686159,0.0003338906352394914
632,0.00013017589316859367,0.0003441268179045845
51,0.0001289301908416196,0.00019506381897008813
419,0.00012893019084161405,0.00035586065827016103
766,0.0001283073396781409,0.00014578443209256457
504,0.00012581593502418166,0.0004867716333598565
676,0.00012488165827895248,0.00030539704786037685
273,0.00012457023269721868,0.00016391757619833551
653,0.0001230131047885108,0.0001718874559212425
686,0.00012176740246151452,0.00011107856821629845
683,0.00012052170013456265,0.000888433980427575
29,0.00011834172106235385,0.00019320437490897923
131,0.00011553889082667746,0.00043003114371428493
242,0.00011086750710054272,0.00017904777296542902
28,0.00011086750710053162,0.0003901236603132291
154,0.00011086750710050386,0.0002225557985770415
364,0.00010557327221091817,0.0002785229602030108
113,0.00010557327221091261,0.00021005395773259633
46,0.00010370471872044872,0.00025138256754282136
757,0.00010339329313870383,0.00012991188225105986
701,0.00010308186755695891,0.00021295202944839314
271,0.00010152473964824548,0.00017781391691827603
140,0.00010090188848476677,0.00022906701149428844
469,0.00010059046290299966,0.0002535185957561705
552,9.965618615777605e-05,0.0003514613957671663
274,9.872190941258019e-05,0.000216321105031572
492,9.809905824906262e-05,0.00021447140691820048
11,9.560765359510892e-05,0.00021912745773505071
301,9.529622801338067e-05,0.0001822528917901499
740,9.405052568641769e-05,0.0002134290192634119
455,9.342767452290568e-05,0.0002224721126284348
168,9.280482335945473e-05,0.00016208377692570195
411,9.000199312376168e-05,0.00015890000122196455
767,9.000199312376168e-05,0.00022136620178583012
181,8.65763117245899e-05,0.00020477410172752353
447,8.564203497932744e-05,0.0001771228718334135
461,8.501918381584873e-05,0.0001462742452814776
452,8.377348148888019e-05,0.0001537505920806147
346,8.346205590716859e-05,0.0002962533139649844
174,8.315063032541814e-05,0.0002849520247940691
721,8.128207683495425e-05,0.00017464812152231027
353,8.065922567147e-05,0.00015474404669294582
220,7.84792465992612e-05,0.00010682215230263058
189,7.754496985403758e-05,0.00017076206133875184
306,7.692211869055332e-05,0.0007757992543779741
661,7.474213961833898e-05,0.0001893918230911597
490,7.34964372913649e-05,0.0001616727747561431
491,6.82022024017459e-05,0.0001352673707170112
302,6.820220240171814e-05,0.000174481445476306
236,6.602222332954266e-05,0.00022607352328517385
650,6.571079774777555e-05,0.0002596884168145759
512,6.477652100255194e-05,0.0002165641941225368
428,6.4465095420857e-05,0.0001913712100291257
567,6.384224425733941e-05,0.000244510733770998
162,6.384224425732277e-05,0.0001300681907276616
224,6.321939309386626e-05,0.00019851542729454945
331,6.228511634862044e-05,0.00025078558943698935
741,6.197369076687553e-05,0.00047879989311689605
679,6.197369076687553e-05,0.0002430354944180301
357,6.197369076686443e-05,0.0001618870934040962
178,6.041656285817321e-05,0.0002418724427863571
247,6.01051372764172e-05,0.00010840607748801822
551,6.01051372764172e-05,0.00020810383891484697
715,5.948228611295514e-05,0.0001515395088750906
336,5.823658378596441e-05,0.00022985887386799573
649,5.7925158204225055e-05,0.00031608760722199507
499,5.6056604713766725e-05,0.000247883808156642
323,5.449947680504774e-05,0.0003858002401301167
687,5.449947680503109e-05,0.0002069785585768905
379,5.169664656936579e-05,0.00033707758938959504
324,5.1385220987620886e-05,0.0001899019470944386
94,4.98280930788908e-05,0.00014450952381417248
248,4.920524191540654e-05,0.0002236972359911851
733,4.827096517017182e-05,0.00026402480091330304
497,4.795953958846577e-05,0.00022077504005556836
139,4.795953958842691e-05,0.0002576609621096415
397,4.764811400669311e-05,0.00018699310408724356
578,4.733668842498706e-05,0.0002123675869866618
571,4.6402411679724585e-05,0.00022436024866329032
322,4.6090986097996336e-05,0.00016595681950535524
465,4.484528377102781e-05,0.00015184799681529368
451,4.45338581892607e-05,0.00015077984001705884
644,4.359958144404818e-05,0.0003167613067039485
347,4.359958144404263e-05,0.00016461427184218824
480,4.328815586233103e-05,0.00036519732182010815
218,4.328815586230883e-05,0.00020520535573224872
673,4.235387911707966e-05,0.00021703123443513254
298,4.0485325626610226e-05,0.0003029612341261217
415,3.986247446311486e-05,0.0003424118252346863
605,3.9551048881369955e-05,0.00026876063790788596
334,3.89281977179079e-05,0.00033997562099254554
221,3.8928197717891244e-05,0.00014183888291641224
344,3.768249539095048e-05,0.0002129338112530738
693,3.768249539091162e-05,0.0001556564126348757
75,3.768249539090607e-05,0.00020364923413395775
56,3.737106980917781e-05,0.00012706774358838127
730,3.6748218645688e-05,0.0002500877340275325
99,3.6436793063959747e-05,0.000220530435569922
666,3.61253674822315e-05,0.00021067290352995644
718,3.612536748222039e-05,0.00017022876679147954
616,3.5813941900481036e-05,0.00013977250569832572
269,3.36339628283e-05,0.00016123786938666287
760,3.3633962828272244e-05,0.00021474730303494132
87,3.301111166476578e-05,0.0001376219209340172
672,3.176540933779171e-05,0.00031402386626887686
143,3.14539837560579e-05,0.0003036517601709853
234,3.051970701083429e-05,0.00019752239639588017
646,2.958543026561622e-05,0.00017068707425257914
369,2.927400468385466e-05,0.00021801659195425885
38,2.833972793861994e-05,0.00017958728201164718
65,2.6159748866433354e-05,0.00017464950982105606
409,2.61597488664278e-05,0.0004567440245818071
503,2.5848323284682895e-05,0.0002881201699821354
747,2.5536897702960193e-05,0.00015839167543892763
42,2.522547212123749e-05,0.00015825169918601745
534,2.4602620957714372e-05,0.0010431808259263962
485,2.4291195375980566e-05,0.00022747203272174938
633,2.397976979423566e-05,0.00029714162341129194
141,2.3668344212490756e-05,0.0001300939132541487
581,2.2734067467300446e-05,0.00024879200898425465
744,2.2734067467256035e-05,0.00018800692986327219
235,2.242264188550558e-05,0.00044566469711803113
514,2.2111216303782878e-05,0.00017655908000038155
388,2.086551397680325e-05,0.00016596704626696822
147,2.08655139767977e-05,0.0002234922855967763
509,2.024266281332454e-05,0.0001578638974767889
558,1.9931237231562983e-05,0.0002966602887764412
109,1.4637002341955086e-05,0.0001676068640685657
662,1.4014151178465273e-05,0.00024926403177947203
690,1.2457023269746293e-05,0.0001842839664220904
735,8.719916288835172e-06,0.00011810217264090385
613,7.785639543600454e-06,0.00020745595901834865
564,7.4742139618499955e-06,0.0002319282300610258
101,7.474213961844445e-06,0.0002522170397467684
200,6.851362798337979e-06,0.0004584112630153122
529,6.228511634892575e-06,0.00025670234731188307
695,6.2285116348592686e-06,0.0002398098310993523
183,4.671383726168043e-06,0.00033237660270833366
37,4.048532562667129e-06,0.00016573313408070804
427,3.737106980955529e-06,0.00019679928493938946
436,2.1799790722365485e-06,0.00019210970520894117
555,9.342767452569234e-07,0.0001498248374349053
238,-3.1142558172270184e-07,0.00015439266752922671
496,-3.114255817393552e-07,0.00016453736711174194
208,-2.4914046539092905e-06,0.0001528005102366224
624,-2.8028302356486457e-06,0.00022224072278710614
173,-3.425681399127356e-06,0.0003665227725451894
286,-4.359958144367626e-06,0.00029441891861604886
535,-4.35995814438983e-06,0.0002176247669630644
194,-4.6713837261069814e-06,0.0002719861665374268
90,-4.982809307885194e-06,0.00018535029255240153
528,-5.917086053069953e-06,0.00024337047447704963
420,-6.2285116348259615e-06,0.0004279173347174279
203,-6.539937216570868e-06,0.00025757343216069924
126,-7.162788380071783e-06,0.00037269862187537447
454,-7.47421396182224e-06,0.00020667586923187742
233,-8.097065125289849e-06,0.00044010109641314177
170,-9.654193033986625e-06,0.00018489843234573153
191,-1.0588469779232446e-05,0.00023545998343134331
444,-1.0899895360977351e-05,8.564769707545743e-05
73,-1.0899895360988454e-05,0.00014645448152393573
505,-1.3391300014908847e-05,0.00013832730680799277
525,-1.3702725596664855e-05,0.0002007436835123243
337,-1.494842792363893e-05,0.00028326651892030664
193,-1.494842792363893e-05,0.0002643810604327503
192,-1.58827046688681e-05,0.00023842653861513676
431,-1.650555583235236e-05,0.0001778485486536911
283,-1.650555583236901e-05,0.00035499934670670165
76,-1.6816981414108367e-05,0.00030481613048369066
230,-1.6816981414108367e-05,0.0002448217102205024
508,-1.743983257759263e-05,0.0002166197190409752
724,-1.775125815930423e-05,0.00033759610392396043
466,-1.7751258159320882e-05,0.00018739722241595608
694,-1.8062683741049135e-05,0.00017662965239469253
434,-1.837410932278849e-05,0.0001577483547641699
24,-1.9619811649762563e-05,0.00022062716697083087
703,-1.961981164978477e-05,0.000172421526371069
620,-1.961981164978477e-05,0.00011924428184754254
537,-1.9619811649795872e-05,0.00014332717458526894
315,-2.2734067467189424e-05,0.0001380044085789538
714,-2.3045493048956535e-05,0.0001456606394616133
4,-2.5536897702882476e-05,0.0001989119829220996
21,-2.5536897702899132e-05,0.00029265986033408166
448,-2.647117444813385e-05,0.00018609470097267897
326,-2.802830235684728e-05,0.00022911696669098507
84,-2.833972793856998e-05,0.0002278688447092807
423,-2.89625791020931e-05,0.00022150460577021386
35,-2.9585430265527402e-05,0.0002740677825890114
14,-2.9585430265544055e-05,0.00035478399963199167
378,-3.083113259253478e-05,0.0001890378933854452
754,-3.083113259254033e-05,0.00019958930003914616
635,-3.238826050123711e-05,0.00018495218947599758
604,-3.3633962828211184e-05,0.00026946070341112406
142,-3.394538840996164e-05,0.0002640071681821641
566,-3.425681399171765e-05,0.000290187820945153
722,-3.799392097260101e-05,0.00018956483090869084
77,-4.1108176790033425e-05,0.00031929491543443
216,-4.3288155862253316e-05,0.0002516540311652405
341,-4.359958144397047e-05,0.0002058238034014971
182,-4.391100702574868e-05,0.0001762181779026072
602,-4.422243260746583e-05,0.00018610538453177038
468,-4.546813493445101e-05,0.00028663404820644233
402,-4.546813493445101e-05,0.0002781021726429742
299,-4.671383726140843e-05,0.00018011602148738711
600,-4.702526284317554e-05,0.00013788066489866984
214,-4.7336688424898246e-05,0.00018522257376869154
533,-4.7336688424903796e-05,0.0001509999850737016
277,-4.76481140066598e-05,0.0001866192950643582
106,-4.7959539588382506e-05,0.0002980009244567703
311,-4.7959539588393606e-05,0.00029263467326177793
297,-4.827096517012186e-05,0.0002934143018613195
55,-4.827096517012741e-05,0.00018459815389748656
742,-4.889381633362278e-05,0.0002307012038714189
643,-5.2008072151049635e-05,0.0006446893923065532
265,-5.2008072151049635e-05,0.00017916338348046516
584,-5.3253774478023705e-05,0.00019080478902511116
74,-5.543375355023805e-05,0.00019696184717351664
232,-5.636803029543946e-05,7.352480321576817e-05
758,-5.761373262241354e-05,0.0001909003253289161
376,-5.79251582041751e-05,0.00023023682937783137
196,-5.9170860531121415e-05,0.00022262464154364147
493,-6.197369076682557e-05,0.00011689831193276706
583,-6.259654193030428e-05,0.00023393409964763437
133,-6.477652100250753e-05,0.00018057743211367984
459,-6.508794658426354e-05,0.00021326150065265593
489,-6.602222332950936e-05,0.00026820523646602947
114,-6.975933031040938e-05,0.00024673555268151377
351,-7.007075589214873e-05,0.00022668595148035012
416,-7.100503263738345e-05,0.00022669044378251474
540,-7.256216054609133e-05,0.0004071144790458747
295,-7.256216054609133e-05,0.00014904601896491428
102,-7.287358612779737e-05,0.0002243483607164124
424,-7.474213961827236e-05,0.00022080051783256077
598,-7.474213961828901e-05,0.0001767734559060917
486,-7.474213961828901e-05,0.0002324244874812388
460,-7.567641636351818e-05,0.00016400364228146236
43,-7.629926752699135e-05,0.0002718506308785641
309,-7.6299267527008e-05,0.00020829576123122508
608,-7.723354427222607e-05,0.0002743332376483122
547,-7.754496985398207e-05,0.00022179514792547032
363,-7.785639543572142e-05,0.00020012334856417798
422,-8.159350241663255e-05,0.0002499170404858895
110,-8.283920474360107e-05,0.0001395534136119141
69,-8.377348148881358e-05,0.00017875367215812034
47,-8.377348148883024e-05,0.00022125226016638764
474,-8.501918381584873e-05,0.0002179380608042867
44,-8.595346056102792e-05,0.00019782364811751354
749,-8.782201405150292e-05,0.00028205531432131027
226,-8.844486521495388e-05,0.0003273472493297027
30,-8.844486521495388e-05,0.00022908394667974386
723,-8.844486521499273e-05,0.0002501396948314115
417,-9.000199312368951e-05,0.00021312502463308728
215,-9.093626986892977e-05,0.00019046825241631884
125,-9.124769545068023e-05,0.00029738305850377254
736,-9.623050475855988e-05,0.00022329431382567738
282,-9.654193034030478e-05,0.00015368781465177365
597,-9.778763266725665e-05,0.0003323720798521446
542,-9.934476057598119e-05,0.00017965207617683603
639,-0.00010090188848470016,0.00023112394525505236
91,-0.00010121331406644507,0.00019445404346355021
304,-0.00010214759081166314,0.00016701704880257644
13,-0.00010432756988387748,9.406650809168724e-05
294,-0.00010775325128304924,0.00027783700234389755
524,-0.00010775325128304924,0.0002298489581418558
52,-0.00010837610244653905,0.00020623240666017172
443,-0.00010868752802826176,0.0001610823044834189
705,-0.00010899895361001222,0.00015596795078868305
335,-0.00010993323035523029,0.00013966699552054422
692,-0.00011024465593699184,0.0002995460843979126
135,-0.0001111789326821988,0.0002558188186611495
464,-0.00011180178384569971,0.0002324952055390321
317,-0.00011180178384569971,0.00018917123935722517
660,-0.00011242463500917843,0.00038833396449931064
80,-0.00011367033733618026,0.0002370754727106838
473,-0.00011367033733619136,0.00017205664485525578
256,-0.00011398176291789186,0.0003925845261474888
54,-0.00011429318849965343,0.00012024859154222863
371,-0.00011522746524487703,0.0002342905796222652
122,-0.00011678459315359047,0.0001916709976112107
96,-0.00011678459315360712,0.00013349772567945495
432,-0.00011865314664405991,0.0002623266542076049
204,-0.0001208331257162576,0.0001973996051958747
372,-0.0001239473815336678,0.00023967147669492879
212,-0.00012394738153368446,0.00013623080611230417
728,-0.00012425880711540714,0.00023132423046027002
321,-0.00012581593502410392,0.00019209279211003757
83,-0.0001258159350241428,0.00038039637291638865
557,-0.00012706163735111685,0.00018785339781409854
711,-0.00012893019084156965,0.000182476257951437
349,-0.00012893019084156965,0.00018128179146145843
118,-0.0001292416164233201,0.0002595270275253417
319,-0.00013017589316853816,0.0003661384884806956
145,-0.00013142159549551225,0.0002703554335125968
345,-0.00013142159549554,0.00021347445618230386
71,-0.0001339130001494493,0.00029759317583086844
78,-0.00013453585131295576,0.0001485261703202559
172,-0.00013547012805817938,0.0002780587508808025
713,-0.00013609297922166917,0.00033924110516834755
626,-0.0001364044048033919,0.000258200919595289
8,-0.00013733868154862107,0.00023462130368446008
111,-0.00013889580945735668,0.000205805896705615
515,-0.00013889580945735668,0.00017640108231564073
603,-0.0001398300862025692,0.00035250555853402906
32,-0.00013983008620258586,0.00020740546275192716
665,-0.0001423214908565118,0.00016512341164972666
380,-0.00014232149085655622,0.0003366409705536941
530,-0.0001426329164382567,0.00013538813030177947
246,-0.00014294434201999606,0.00019816531249239937
292,-0.00014325576760172433,0.0001693994864519246
621,-0.00014325576760174653,0.00022421776797748824
222,-0.0001448128955104655,0.00018940078447579657
116,-0.00014481289551047106,0.00026046705533844884
267,-0.0001454357466739442,0.000193327573194885
634,-0.00014637002341916228,0.00023726869036991196
520,-0.00014637002341917892,0.00027962826506883496
68,-0.00014761572574615857,0.00036982938449651396
66,-0.00014823857690961505,0.00012984019354022293
249,-0.00014948427923661134,0.00020356849546438922
153,-0.00014979570481836734,0.0005608997787164522
394,-0.00015104140714530812,0.00019253935389182614
132,-0.0001519756838905595,0.0001802656521718323
531,-0.00015290996063579976,0.0002590377635020639
477,-0.00015290996063580531,0.0002530529760790947
708,-0.00015415566296275718,0.00016070133368761353
458,-0.00015571279087148727,0.00022173851333723307
579,-0.00015571279087148727,0.000213484451006657
36,-0.00015664706761669978,0.00012633711011008288
389,-0.00015664706761670533,0.000261094831988914
95,-0.0001628755792515535,0.00020303682126701804
289,-0.00016318700483329286,0.00017628558581766758
707,-0.00016754696297768823,0.0003696814487498853
112,-0.00016972694204987483,0.00016633595707271016
318,-0.00016972694204989147,0.00018715485613096306
262,-0.00017066121879510398,0.00043595310255400407
570,-0.00017346404903080813,0.00030228036046693813
756,-0.0001747097513577711,0.0003586264012501194
439,-0.00017470975135780998,0.00014955530632326967
252,-0.0001753326025212665,0.00023365865212333502
753,-0.00017751258159346973,0.00027371810739271717
622,-0.00017969256066565075,0.00019621566429770272
559,-0.00018062683741090768,0.00012987604284198285
556,-0.00018280681648313312,0.00021573747277737958
103,-0.000184052518810085,0.00022746840859862562
146,-0.0001846753699735748,0.00018242496111719046
678,-0.00018560964671878176,0.00019234507187242215
568,-0.00018810105137273547,0.00029501455654179677
160,-0.00018903532811795354,0.00026305619505488035
648,-0.00018903532811797018,0.00024138415834899985
494,-0.00018934675369970954,0.00024574931862588156
332,-0.00018965817928145445,0.0003756080431421367
631,-0.00019059245602668363,0.0002512986398709354
732,-0.0001912153071901679,0.00038274242005826816
674,-0.0001924610095171142,0.0001381536673119153
195,-0.0001930838606806373,0.00020388269599048444
751,-0.00019370671184409938,0.0002648245664143126
406,-0.00019526383975282947,0.0001978988893947174
663,-0.00019744381882502715,0.0002712736700988422
97,-0.0001974438188250327,0.00028891231691306513
449,-0.00019806666998849475,0.0003177249195358078
681,-0.00019837809557025633,0.0001941385712593343
553,-0.00019868952115200121,0.0001401608880366088
433,-0.00020242662813291235,0.00019962841335563824
408,-0.00020273805371464614,0.00019253532409089865
450,-0.00020336090487814705,0.00016092327447015626
157,-0.00020491803278684939,0.0005989513095892465
495,-0.000206163735113829,0.00019518112309511207
413,-0.00020896656534951096,0.0004299950570395769
314,-0.00021737505605657348,0.00019005535517822815
217,-0.00021737505605657904,0.00043088472550695294
630,-0.0002204893118739948,0.0002890888375974771
734,-0.0002248492700184346,0.00017644286241686586
582,-0.00022578354676364154,0.00035859070177276343
607,-0.000226094972345392,0.0003333278070054739
291,-0.00022671782350886516,0.0001506398728496068
387,-0.000226717823508904,0.00017205128975650392
636,-0.00022702924909063227,0.00022004790372844333
641,-0.0002279635258358559,0.0002665293590147446
57,-0.0002292092281628022,0.00016391284273189956
738,-0.000229520653744536,0.000194906391380431
34,-0.0002298320793263031,0.0004310827552185663
479,-0.0002313892072350221,0.0001937585257306437
50,-0.0002317006328167559,0.00021024894349006704
430,-0.00023232348398025127,0.00018291156765067656
85,-0.0002360605909611624,0.00019963229997467362
296,-0.00023606059096116793,0.00012727975336685978
726,-0.00023761771886988137,0.00013395318974610064
31,-0.00023792914445162628,0.0001485548990393474
506,-0.00023792914445164293,0.000225757557340015
623,-0.00023948627236034526,0.00019511726073871845
680,-0.00024166625143252075,0.0004098890707557896
359,-0.00024197767701427674,0.00027043703335728747
179,-0.00024260052817777212,0.0005683443489349154
239,-0.0002447805072499476,0.00046716370120846677
585,-0.0002457147839951768,0.0001800403514785426
398,-0.0002482061886491749,0.00026401304589007484
652,-0.00024851761423085874,0.0001874036915765835
658,-0.000248517614230892,0.00013027717883465996
691,-0.00025038616772132816,0.00024225307382170632
5,-0.0002506975933030786,0.00013052967764627283
62,-0.0002525661467935536,0.00020652447559986356
